Mota;Galdera;Irudia;Zuzena;Oker1;Oker2;Jatorria;Esteka;Egilea
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Uoho%20Madrid%2008.jpg;Iñaki Antón;Víctor Zubizarreta;Alfonso Maribona;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Uoho%20Madrid%2008.jpg;Iñaki Antón;Fito Cabrales;Jon Calvo;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20de%20Gardoqui.jpg;Diego María Gardoki;Mariano Luis Urkixo;Ambrosio Orbegozo;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Ugarte.jpg;Pedro Ugarte;Elias Amezaga;Carlos París;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Idoia%20Mendia%20politikari%2;Idoia Mendia;Gotzone Mora;Elisa Sainz de Murieta;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Mart%C3%ADnez%;José Joaquín Martínez Sieso;Mario Fernández;Javier Otaola Bajeneta;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Mart%C3%ADnez%;José Joaquín Martínez Sieso;Ernesto Erkoreka;Jose Luis Robles;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Par%C3%ADs%202012%20;Carlos París;Elias Amezaga;Pedro Ugarte;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Par%C3%ADs%202012%20;Carlos París;José María Cagigal;Jesús Mosterín;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20a%20Jos%C3%A9%20T;José Tartiere;José Entrecanales Ibarra;Ignacio Lacasta;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20a%20Jos%C3%A9%20T;José Tartiere;Mariano Vilallonga;Eduardo Aburto Uribe;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Gotzone%20Mora%20en%20el%20En;Gotzone Mora;Idoia Mendia;Elisa Sainz de Murieta;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/%28Adela%20As%C3%BAa%29%20Mar;Adela Asua;Begoña Aranguren;Ely del Valle;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/%28Adela%20As%C3%BAa%29%20Mar;Adela Asua;Maria Pilar Canedo;Sara Lallana;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/%28Adela%20As%C3%BAa%29%20Mar;Adela Asua;Margarita Uria;Karmele Rotaetxe;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Entrega%20del%20Premio%20Eusk;Agustín Sánchez-Lavega;Juan Manuel Egiagarai;Alfontso Irigoien;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Portavoz-parlamentario-PNV-Ai;Aitor Esteban;Ernesto Erkoreka;Jose Luis Robles;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Portavoz-parlamentario-PNV-Ai;Aitor Esteban;Eloy Velasco;Federico Landrove López;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Portavoz-parlamentario-PNV-Ai;Aitor Esteban;Alfonso Dubois;Celestino del Arenal;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Aitor%20Urresti.jpeg;Aitor Urresti;Jose Luis Robles;Santiago Aznar;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/AlbertoBacigalupe02.jpg;Alberto Bacigalupe;Alex Oviedo;Alfredo Amestoy;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Alejandro%20Echevarr%C3%ADa%2;Alejandro Echevarría Busquet;José Entrecanales Ibarra;Ignacio Lacasta;https://eu.wikipedia.org/;
