itemLabel,jardueraLabel,sexua_edo_generoaLabel,jaiolekuaLabel,irudia,jaiotza_data,item
Jean Ignace de La Ville,diplomazialari,gizonezkoa,Baiona,,1690-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3172741
Jean Pilon,hamabosteko errugbilari,gizonezkoa,Baiona,,1925-10-14T00:00:00Z,http://www.wikidata.org/entity/Q3174026
Jeanne Monteil,idazle,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Jeanne%20Monteil.jpg,1924-09-12T00:00:00Z,http://www.wikidata.org/entity/Q3176129
Jeanne Monteil,poeta,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Jeanne%20Monteil.jpg,1924-09-12T00:00:00Z,http://www.wikidata.org/entity/Q3176129
Joan Duru,surflari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Portraitjoanwiki.jpg,1989-04-25T00:00:00Z,http://www.wikidata.org/entity/Q3179573
Joe Anduran,hamabosteko errugbilari,gizonezkoa,Baiona,,1882-04-24T00:00:00Z,http://www.wikidata.org/entity/Q3179966
Jonathan Martins Pereira,futbolari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Jonathan%20Martins%20Pereira%202.jpg,1986-01-30T00:00:00Z,http://www.wikidata.org/entity/Q3183418
Joseph Bosquillon de Frescheville,gudari,gizonezkoa,Baiona,,1823-02-23T00:00:00Z,http://www.wikidata.org/entity/Q3184637
Joseph Bosquillon de Frescheville,politikari,gizonezkoa,Baiona,,1823-02-23T00:00:00Z,http://www.wikidata.org/entity/Q3184637
Joseph Bosquillon de Frescheville,armadako ofizial,gizonezkoa,Baiona,,1823-02-23T00:00:00Z,http://www.wikidata.org/entity/Q3184637
Joseph Garat,abokatu,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Garat%2C%20d%C3%A9put%C3%A9%20des%20Basses%20Pyr%C3%A9n%C3%A9es%201.jpg,1872-12-31T00:00:00Z,http://www.wikidata.org/entity/Q3184989
Joseph Garat,politikari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Garat%2C%20d%C3%A9put%C3%A9%20des%20Basses%20Pyr%C3%A9n%C3%A9es%201.jpg,1872-12-31T00:00:00Z,http://www.wikidata.org/entity/Q3184989
Joseph Lartigue,sindicalista,gizonezkoa,Baiona,,1888-02-27T00:00:00Z,http://www.wikidata.org/entity/Q3185210
Joseph Sauvinet,pirata,gizonezkoa,Baiona,,1750-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3185621
Jules DuBern,enpresaburu,gizonezkoa,Baiona,,1857-02-28T00:00:00Z,http://www.wikidata.org/entity/Q3188541
Julien Peyrelongue,hamabosteko errugbilari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Julien%20Peyrelongue.jpg,1981-04-02T00:00:00Z,http://www.wikidata.org/entity/Q3189612
Julien Saubade,hamabosteko errugbilari,gizonezkoa,Baiona,,1983-11-05T00:00:00Z,http://www.wikidata.org/entity/Q3189650
Jérémie Singher,enpresaburu,gizonezkoa,Baiona,,1810-11-09T00:00:00Z,http://www.wikidata.org/entity/Q3190729
Jérémie Singher,politikari,gizonezkoa,Baiona,,1810-11-09T00:00:00Z,http://www.wikidata.org/entity/Q3190729
Laurent Martikorena,hamabosteko errugbilari,gizonezkoa,Baiona,,1978-04-12T00:00:00Z,http://www.wikidata.org/entity/Q3219372
Laurent Pardo,hamabosteko errugbilari,gizonezkoa,Baiona,,1958-02-19T00:00:00Z,http://www.wikidata.org/entity/Q3219425
Loleh Bellon,aktore,emakumezkoa,Baiona,,1925-05-14T00:00:00Z,http://www.wikidata.org/entity/Q3258784
Loleh Bellon,idazle,emakumezkoa,Baiona,,1925-05-14T00:00:00Z,http://www.wikidata.org/entity/Q3258784
Loleh Bellon,antzerkigile,emakumezkoa,Baiona,,1925-05-14T00:00:00Z,http://www.wikidata.org/entity/Q3258784
Louis-Gilles Pairault,idazle,gizonezkoa,Baiona,,1974-08-28T00:00:00Z,http://www.wikidata.org/entity/Q3260563
Louis-Gilles Pairault,historialari,gizonezkoa,Baiona,,1974-08-28T00:00:00Z,http://www.wikidata.org/entity/Q3260563
Louis-Gilles Pairault,artxibozain,gizonezkoa,Baiona,,1974-08-28T00:00:00Z,http://www.wikidata.org/entity/Q3260563
Louis-Édouard Cestac,apaiz katoliko,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Pere%20Cestac%20Photo.jpg,1801-01-06T00:00:00Z,http://www.wikidata.org/entity/Q3260924
Louis-Édouard Cestac,agronomo,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Pere%20Cestac%20Photo.jpg,1801-01-06T00:00:00Z,http://www.wikidata.org/entity/Q3260924
Léon Picot de Chemeteau,gudari,gizonezkoa,Baiona,,1728-11-14T00:00:00Z,http://www.wikidata.org/entity/Q3271264
Léon Pressouyre,historialari,gizonezkoa,Baiona,,1935-01-27T00:00:00Z,http://www.wikidata.org/entity/Q3271277
Mac Lesggy,telebista-ekoizle,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Avec%20mac%20lesggy%20%28cropped%29.jpeg,1962-08-01T00:00:00Z,http://www.wikidata.org/entity/Q3273928
Mac Lesggy,kazetari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Avec%20mac%20lesggy%20%28cropped%29.jpeg,1962-08-01T00:00:00Z,http://www.wikidata.org/entity/Q3273928
Mac Lesggy,aurkezle,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Avec%20mac%20lesggy%20%28cropped%29.jpeg,1962-08-01T00:00:00Z,http://www.wikidata.org/entity/Q3273928
Marguerite Brunet,mánager de teatro,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Mlle%20Montansier%201790%20-%20Londr%C3%A9%201991%20p186.jpg,1730-12-19T00:00:00Z,http://www.wikidata.org/entity/Q3275928
Marguerite Brunet,antzerki aktore,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Mlle%20Montansier%201790%20-%20Londr%C3%A9%201991%20p186.jpg,1730-12-19T00:00:00Z,http://www.wikidata.org/entity/Q3275928
Marga Andurain,abenturazale,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Marga%20d%27Andurain.jpg,1893-05-29T00:00:00Z,http://www.wikidata.org/entity/Q3290453
Marie Charles Duval,gudari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Charles%20Duval.jpg,1869-06-05T00:00:00Z,http://www.wikidata.org/entity/Q3292431
Marie Cosnay,idazle,emakumezkoa,Baiona,,1965-04-20T00:00:00Z,http://www.wikidata.org/entity/Q3292456
Martial Esnal,izotz-hockeyko jokalari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Esnalmartial.JPG,1974-07-12T00:00:00Z,http://www.wikidata.org/entity/Q3295250
Martin Garat,bankari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Garat%20%281748-1830%29.gif,1748-12-12T00:00:00Z,http://www.wikidata.org/entity/Q3295431
Martin Laffitte,enpresaburu,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Laffitte.jpg,1773-01-04T00:00:00Z,http://www.wikidata.org/entity/Q3295495
Martin Laffitte,politikari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Laffitte.jpg,1773-01-04T00:00:00Z,http://www.wikidata.org/entity/Q3295495
Martin Laffitte,itsasontziko kapitain,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Laffitte.jpg,1773-01-04T00:00:00Z,http://www.wikidata.org/entity/Q3295495
Martin de Barcos,apaiz katoliko,gizonezkoa,Baiona,,1600-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3295688
Martin de Barcos,teologo,gizonezkoa,Baiona,,1600-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3295688
Mathieu Acebes,hamabosteko errugbilari,gizonezkoa,Baiona,,1987-08-01T00:00:00Z,http://www.wikidata.org/entity/Q3298623
Mattin Auzki,hamabosteko errugbilari,gizonezkoa,Baiona,,1982-09-06T00:00:00Z,http://www.wikidata.org/entity/Q3299977
Maya Lauqué,berriemaile,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Maya%20Lauqu%C3%A9%20-%20La%20Quotidienne%20Saison%204.jpg,1979-02-11T00:00:00Z,http://www.wikidata.org/entity/Q3302906
Maya Lauqué,kazetari,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Maya%20Lauqu%C3%A9%20-%20La%20Quotidienne%20Saison%204.jpg,1979-02-11T00:00:00Z,http://www.wikidata.org/entity/Q3302906
Michaël Blauwart,poeta,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Micha%C3%ABl%20BLAUWART.jpg,1971-11-02T00:00:00Z,http://www.wikidata.org/entity/Q3308650
Michel-Charles Chégaray,politikari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Chegaray.jpeg,1802-04-18T00:00:00Z,http://www.wikidata.org/entity/Q3308759
Michel-Charles Chégaray,magistratu,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Chegaray.jpeg,1802-04-18T00:00:00Z,http://www.wikidata.org/entity/Q3308759
Michel Behic,politikari,gizonezkoa,Baiona,,1739-11-23T00:00:00Z,http://www.wikidata.org/entity/Q3308973
Michel Behic,kortsario,gizonezkoa,Baiona,,1739-11-23T00:00:00Z,http://www.wikidata.org/entity/Q3308973
Michel Behic,armadore,gizonezkoa,Baiona,,1739-11-23T00:00:00Z,http://www.wikidata.org/entity/Q3308973
Klaudio Harluxet,enpresaburu,gizonezkoa,Duzunaritze,http://commons.wikimedia.org/wiki/Special:FilePath/Klaudio%20Harluxet%2084UEU.jpg,1939-09-11T00:00:00Z,http://www.wikidata.org/entity/Q12261506
Klaudio Harluxet,informatikari,gizonezkoa,Duzunaritze,http://commons.wikimedia.org/wiki/Special:FilePath/Klaudio%20Harluxet%2084UEU.jpg,1939-09-11T00:00:00Z,http://www.wikidata.org/entity/Q12261506
Klaudio Harluxet,politikari,gizonezkoa,Duzunaritze,http://commons.wikimedia.org/wiki/Special:FilePath/Klaudio%20Harluxet%2084UEU.jpg,1939-09-11T00:00:00Z,http://www.wikidata.org/entity/Q12261506
Klaudio Harluxet,katedradun,gizonezkoa,Duzunaritze,http://commons.wikimedia.org/wiki/Special:FilePath/Klaudio%20Harluxet%2084UEU.jpg,1939-09-11T00:00:00Z,http://www.wikidata.org/entity/Q12261506
Jean Michel Larrasket,ingeniari,gizonezkoa,Paris,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Mixel%20Larrasket.jpg,1950-05-22T00:00:00Z,http://www.wikidata.org/entity/Q50805002
Jean Michel Larrasket,unibertsitateko irakasle,gizonezkoa,Paris,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Mixel%20Larrasket.jpg,1950-05-22T00:00:00Z,http://www.wikidata.org/entity/Q50805002
Jean Michel Larrasket,ingeniari,gizonezkoa,Paris,http://commons.wikimedia.org/wiki/Special:FilePath/JM%20Larrasket%20Berria%20Gaizka%20Iroz%202018.jpg,1950-05-22T00:00:00Z,http://www.wikidata.org/entity/Q50805002
Jean Michel Larrasket,unibertsitateko irakasle,gizonezkoa,Paris,http://commons.wikimedia.org/wiki/Special:FilePath/JM%20Larrasket%20Berria%20Gaizka%20Iroz%202018.jpg,1950-05-22T00:00:00Z,http://www.wikidata.org/entity/Q50805002
Pierre Sourbé,arraunlari,gizonezkoa,Baiona,,1884-04-07T00:00:00Z,http://www.wikidata.org/entity/Q61108534
Marguerite Émilie Chalgrin,margolari,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Filleul%20Marguerite-Emilie-Chalgrin.jpg,1760-07-20T00:00:00Z,http://www.wikidata.org/entity/Q62001859
Edmond Van Cassel,magistratu,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Cassel%2C%20Edmond%20%28La%20Lanterne%2C%201898-02-23%29.jpg,1848-07-11T00:00:00Z,http://www.wikidata.org/entity/Q62079616
Pierre-Étienne Cabarrus,bankari,gizonezkoa,Baiona,,1743-10-19T00:00:00Z,http://www.wikidata.org/entity/Q62749673
Ramuntxo Garmendia,txirrindulari,gizonezkoa,Baiona,,1980-10-27T00:00:00Z,http://www.wikidata.org/entity/Q63160613
Jean Lou Corrihons,musikari,gizonezkoa,Baiona,,1957-10-23T00:00:00Z,http://www.wikidata.org/entity/Q64028107
Martin Laveau,hamabosteko errugbilari,gizonezkoa,Baiona,,1996-09-10T00:00:00Z,http://www.wikidata.org/entity/Q65551232
José Canalejas y Fernández,,gizonezkoa,Baiona,,1904-03-30T00:00:00Z,http://www.wikidata.org/entity/Q65948373
Alix Delmas,artista plastiko,emakumezkoa,Baiona,,1962-09-12T00:00:00Z,http://www.wikidata.org/entity/Q67218422
Jean-Bernard-Paul Poydenot,,gizonezkoa,Baiona,,1816-08-20T00:00:00Z,http://www.wikidata.org/entity/Q67509683
Q67541634,moto-kroseko pilotu,gizonezkoa,Baiona,,1946-11-22T00:00:00Z,http://www.wikidata.org/entity/Q67541634
Patrick Igoa,motoziklista,gizonezkoa,Baiona,,1959-03-08T00:00:00Z,http://www.wikidata.org/entity/Q70019806
Dominique de Lesseps,diplomazialari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Dominique%20de%20Lesseps.jpg,1715-10-25T00:00:00Z,http://www.wikidata.org/entity/Q70220951
Mayana Itoïz,ilustratzaile,emakumezkoa,Baiona,,1978-10-30T00:00:00Z,http://www.wikidata.org/entity/Q70613454
Mayana Itoïz,dibujante de historieta,emakumezkoa,Baiona,,1978-10-30T00:00:00Z,http://www.wikidata.org/entity/Q70613454
Antoine Hastoy,hamabosteko errugbilari,gizonezkoa,Baiona,,1997-04-06T00:00:00Z,http://www.wikidata.org/entity/Q71997047
Katia-Sofia Hakim,poeta,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Katia-Sofia%20Hakim.jpg,1988-10-04T00:00:00Z,http://www.wikidata.org/entity/Q73529183
Katia-Sofia Hakim,musikologo,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Katia-Sofia%20Hakim.jpg,1988-10-04T00:00:00Z,http://www.wikidata.org/entity/Q73529183
Louis Delfosse,margolari,gizonezkoa,Baiona,,1863-01-01T00:00:00Z,http://www.wikidata.org/entity/Q83787042
Q84023431,piano-jotzaile,gizonezkoa,Baiona,,1984-01-01T00:00:00Z,http://www.wikidata.org/entity/Q84023431
Thomas Dolhagaray,hamabosteko errugbilari,gizonezkoa,Baiona,,2000-05-01T00:00:00Z,http://www.wikidata.org/entity/Q84178732
Cheikh Tiberghien,hamabosteko errugbilari,gizonezkoa,Baiona,,2000-01-08T00:00:00Z,http://www.wikidata.org/entity/Q85247954
Mathieu Hirigoyen,hamabosteko errugbilari,gizonezkoa,Baiona,,1999-01-25T00:00:00Z,http://www.wikidata.org/entity/Q86135389
Marie Pourquié,Neurolinguistika,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Pourqui%C3%A9%20Bidegain%2C%202019.jpg,1982-01-01T00:00:00Z,http://www.wikidata.org/entity/Q86855671
Q86924012,ilustratzaile,emakumezkoa,Baiona,,1956-07-16T00:00:00Z,http://www.wikidata.org/entity/Q86924012
Q86924012,margolari,emakumezkoa,Baiona,,1956-07-16T00:00:00Z,http://www.wikidata.org/entity/Q86924012
Q86924012,eskultore,emakumezkoa,Baiona,,1956-07-16T00:00:00Z,http://www.wikidata.org/entity/Q86924012
Q86924012,haur literatura idazle,emakumezkoa,Baiona,,1956-07-16T00:00:00Z,http://www.wikidata.org/entity/Q86924012
Louis Etxeberri,politikari,gizonezkoa,Baiona,,1853-02-22T00:00:00Z,http://www.wikidata.org/entity/Q12262626
Louis Lafitte,arraunlari,gizonezkoa,Baiona,,1886-06-02T00:00:00Z,http://www.wikidata.org/entity/Q12262629
Luis Chalbaud Errazkin,abokatu,gizonezkoa,Baiona,,1873-09-25T00:00:00Z,http://www.wikidata.org/entity/Q12262665
Luis Chalbaud Errazkin,soziologo,gizonezkoa,Baiona,,1873-09-25T00:00:00Z,http://www.wikidata.org/entity/Q12262665
Marcel Suarès,miembro de la Resistencia francesa,gizonezkoa,Baiona,,1914-08-06T00:00:00Z,http://www.wikidata.org/entity/Q47843472
Julen Axiari,musikari,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Julen%20Axiari.jpg,1987-01-01T00:00:00Z,http://www.wikidata.org/entity/Q48410052
Maddi Sarasua Laskarai,bertsolari,emakumezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Maddi%20Sarasua.jpg,1995-11-22T00:00:00Z,http://www.wikidata.org/entity/Q50348980
Maialen Hegi-Luku,idazle,emakumezkoa,Baiona,,1987-04-22T00:00:00Z,http://www.wikidata.org/entity/Q51024416
Maialen Hegi-Luku,itzultzaile,emakumezkoa,Baiona,,1987-04-22T00:00:00Z,http://www.wikidata.org/entity/Q51024416
Luciano Montero Rechou,txirrindulari,gizonezkoa,Baiona,,1930-01-08T00:00:00Z,http://www.wikidata.org/entity/Q51751918
Marc Nouaux,,gizonezkoa,Baiona,http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20nouaux.jpg,1921-11-14T00:00:00Z,http://www.wikidata.org/entity/Q53835108
André Vergez,katedradun,gizonezkoa,Baiona,,1926-01-05T00:00:00Z,http://www.wikidata.org/entity/Q54979145
Charles-Jérémie Fuhr,litografo,gizonezkoa,Baiona,,1832-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55217844
Thomas Curutchet,hamabosteko errugbilari,gizonezkoa,Baiona,,1995-06-26T00:00:00Z,http://www.wikidata.org/entity/Q55268057
Céline Mounole,unibertsitateko irakasle,emakumezkoa,Baiona,,1981-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55370207
Céline Mounole,ikertzaile,emakumezkoa,Baiona,,1981-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55370207
Céline Mounole,filologo,emakumezkoa,Baiona,,1981-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55370207
Céline Mounole,hizkuntzalari,emakumezkoa,Baiona,,1981-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55370207
Anaiz Funosas,politikari,emakumezkoa,Baiona,,1979-06-02T00:00:00Z,http://www.wikidata.org/entity/Q55421191
Jules Mihura,,gizonezkoa,Baiona,,1883-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55672027
Joseph Léon Touchard,,gizonezkoa,Baiona,,1865-02-28T00:00:00Z,http://www.wikidata.org/entity/Q55672391
Pierre Rectoran,,gizonezkoa,Baiona,,1880-11-28T00:00:00Z,http://www.wikidata.org/entity/Q55672817
Pierre Labrouche,,gizonezkoa,Baiona,,1876-11-28T00:00:00Z,http://www.wikidata.org/entity/Q55672854
Victor Pierre Dubarat,idazle,gizonezkoa,Baiona,,1855-02-20T00:00:00Z,http://www.wikidata.org/entity/Q55772720
Victor Pierre Dubarat,historialari,gizonezkoa,Baiona,,1855-02-20T00:00:00Z,http://www.wikidata.org/entity/Q55772720
Victor Pierre Dubarat,apaiz katoliko,gizonezkoa,Baiona,,1855-02-20T00:00:00Z,http://www.wikidata.org/entity/Q55772720
Tony Cartano,idazle,gizonezkoa,Baiona,,1944-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55940262
