Mota;Galdera;Irudia;Zuzena;Oker1;Oker2;Jatorria;Esteka;Egilea
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Hedoi%20Etxarte.jpg;Hedoi Etxarte;Felipe Rius;Fertxu Izquierdo;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Hedoi%20Etxarte.jpg;Hedoi Etxarte;Ignazio Otsoa Oltzako Sanz;Jose Angel Irigaray;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Hedoi%20Etxarte.jpg;Hedoi Etxarte;Jon Alonso;Pernando Barrena;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Inma%20Errea%202014-09-11%20I;Inma Errea;Maite Esparza;Ana Iriarte;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Inma%20Errea%202014-09-11%20I;Inma Errea;Beatriz Chivite;Itziar Diez de Ultzurrun;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Alonso%20idazlea.jpg;Jon Alonso;Felipe Rius;Fertxu Izquierdo;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Jon%20Alonso%20idazlea.jpg;Jon Alonso;Hedoi Etxarte;Pernando Barrena;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Angel%20Irigarai%20201;Jose Angel Irigaray;Felipe Rius;Fertxu Izquierdo;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Angel%20Irigarai%20201;Jose Angel Irigaray;Jose Viñes Ibarrola;Enrique de Álava Casado;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Angel%20Irigarai%20201;Jose Angel Irigaray;Hedoi Etxarte;Ignazio Otsoa Oltzako Sanz;https://eu.wikipedia.org/;
