Mota;Galdera;Irudia;Zuzena;Oker1;Oker2;Jatorria;Esteka;Egilea
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Bastiat.jpg;Frédéric Bastiat;René Cassin;Jean Bernard Jauregiberri;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Bastiat.jpg;Frédéric Bastiat;Francisco Cabarrús;Jean-Baptiste Juvigny;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Bastiat.jpg;Frédéric Bastiat;Michel-Charles Chégaray;Edmond Van Cassel;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Sylvain%20Luc%20R.jpg;Sylvain Luc;Michel Portal;Elias;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Sylvain%20Luc%20R.jpg;Sylvain Luc;Joseph Duplantier;Francis Darizcuren;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Sylvain%20Luc%20R.jpg;Sylvain Luc;Michel Portal;Francis Marmande;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on%20Bonnat%20-%20Auto;Léon Bonnat;Achille Zo;Ferdinand Corrèges;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Adrien%20Barthe%201875.jpg;Adrien Barthe;Jean-Delphin Alard;David Poll de Silva;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Ren%C3%A9%20Cassin%20nobel.jp;René Cassin;Frédéric Bastiat;Jean Bernard Jauregiberri;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Ren%C3%A9%20Cassin%20nobel.jp;René Cassin;Pierre Iturbide;Xavier de Ravignan;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Admiral%20Jaureguiberry.jpg;Jean Bernard Jauregiberri;Victor Bernard Derrecagaix;Charles Raabe;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Admiral%20Jaureguiberry.jpg;Jean Bernard Jauregiberri;Frédéric Bastiat;René Cassin;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mehdi%20Nebbou%20Cabourg%2020;Mehdi Nebbou;Pierre Malet;Pierre Richard-Willm;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mehdi%20Nebbou%20Cabourg%2020;Mehdi Nebbou;Pierre Malet;Laurent Malet;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Mehdi%20Nebbou%20Cabourg%2020;Mehdi Nebbou;Pierre Malet;Pierre Richard-Willm;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Lavigerie.jpg;Charles Martial Lavigerie;Prosper-Michel-Arnaud Hiraburu;Joseph-Martin Urtasun;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Lavigerie.jpg;Charles Martial Lavigerie;Francis Jauregiberri;Henri Lapeyre;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Andre%20Behoteguy.jpg;André Behotegi;Imanol Harinordoki;André Alvarez;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Romain%20Sicard%20Ronde%20Isa;Romain Sicard;Paul Maye;Roger Lapébie;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/BO-MHRC%20hari.jpg;Imanol Harinordoki;André Behotegi;André Alvarez;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/St%C3%A9phane%20Ruffier%20%28;Stéphane Ruffier;Jean-Louis Cazes;Didier Deschamps;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Darrieussecq-Strasbou;Marie Darrieussecq;Gloria Alcorta;Itxaro Borda;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Richard-Wilms%20Harcourt%2019;Pierre Richard-Willm;Pierre Malet;Mehdi Nebbou;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Richard-Wilms%20Harcourt%2019;Pierre Richard-Willm;Pierre Malet;Mehdi Nebbou;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20de%20France%20de%20193;Paul Maye;Romain Sicard;Roger Lapébie;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Didier%20Deschamps%20in%20201;Didier Deschamps;Jean-Louis Cazes;Christian Sarramagna;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Didier%20Deschamps%20in%20201;Didier Deschamps;Stéphane Ruffier;Jean-Louis Cazes;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Andre%20Perchicot.jpg;André Perchicot;Joseph Duplantier;Christian Abart;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Laurent%20Malet%201.jpg;Laurent Malet;Xabi Molia;Safy Nebbou;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Laurent%20Malet%201.jpg;Laurent Malet;Pierre Malet;Mehdi Nebbou;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Laurent%20Malet%201.jpg;Laurent Malet;Xabi Molia;Ferdinand Guillaume;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Laurent%20Malet%201.jpg;Laurent Malet;Pierre Malet;Mehdi Nebbou;https://eu.wikipedia.org/;
Herrikideak;Nor da argazkiko pertsona?;http://commons.wikimedia.org/wiki/Special:FilePath/Laurent%20Malet%201.jpg;Laurent Malet;Pierre Malet;Mehdi Nebbou;https://eu.wikipedia.org/;
